CO_CURSO,NT_GER,QT_ALUNOS,QE_I63,QE_I57,QE_I15_A,QE_I15_B,QE_I15_C,QE_I15_D,QE_I15_E,QE_I15_F,QE_I23_ordinal,NT_GER_PREVISTA
121636,41.09090909090909,22,4.5,4.5,0.5416666666666666,0.08333333333333333,0.041666666666666664,0.20833333333333334,0.125,0.0,2.7916666666666665,41.87702204827899
121794,35.96666666666667,9,4.5,4.75,0.7,0.0,0.0,0.1,0.2,0.0,2.6,35.76705194466608
122330,39.663636363636364,22,4.222222222222222,4.555555555555555,0.4583333333333333,0.041666666666666664,0.041666666666666664,0.2916666666666667,0.125,0.041666666666666664,3.25,44.26503795951703
122536,20.740000000000002,10,3.6666666666666665,4.333333333333333,0.9166666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,2.3333333333333335,33.84596182687207
122845,44.66615384615385,65,4.411764705882353,4.529411764705882,0.647887323943662,0.056338028169014086,0.04225352112676056,0.1267605633802817,0.1267605633802817,0.0,2.915492957746479,44.432333991327795
12313,54.96521739130435,23,4.285714285714286,4.714285714285714,0.7241379310344828,0.034482758620689655,0.034482758620689655,0.1724137931034483,0.034482758620689655,0.0,3.0,41.7571960012025
123429,42.71864406779661,59,4.172413793103448,4.344827586206897,0.72,0.05333333333333334,0.013333333333333334,0.12,0.09333333333333334,0.0,2.533333333333333,38.76712918079057
1257566,34.95454545454545,22,4.285714285714286,4.857142857142857,0.8181818181818182,0.0,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.0,3.4545454545454546,42.869426072477545
1258024,25.147727272727273,44,3.782608695652174,3.9130434782608696,0.7446808510638298,0.02127659574468085,0.0851063829787234,0.06382978723404255,0.06382978723404255,0.02127659574468085,2.851063829787234,29.65306303462075
1258063,25.6125,8,4.5,4.5,0.875,0.125,0.0,0.0,0.0,0.0,1.875,33.918324056615596
12581,52.06111111111111,72,4.7,4.6,0.5733333333333334,0.013333333333333334,0.05333333333333334,0.18666666666666668,0.16,0.013333333333333334,3.04,45.90499624810063
