CO_CURSO,NT_GER,QT_ALUNOS,QE_I63,QE_I57,QE_I15_A,QE_I15_B,QE_I15_C,QE_I15_D,QE_I15_E,QE_I15_F,QE_I23_ordinal
1161428,33.255,20,4.0,4.384615384615385,0.7619047619047619,0.0,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.047619047619047616,2.619047619047619
1161839,48.43,30,4.6,4.6,0.45161290322580644,0.06451612903225806,0.06451612903225806,0.22580645161290322,0.1935483870967742,0.0,3.7419354838709675
116432,28.5,2,4.25,4.5,1.0,0.0,0.0,0.0,0.0,0.0,1.75
1164656,41.673770491803275,61,4.533333333333333,4.6,0.6119402985074627,0.029850746268656716,0.014925373134328358,0.1791044776119403,0.16417910447761194,0.0,3.4925373134328357
1165300,35.621875,32,4.266666666666667,4.333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,2.5757575757575757
1166783,36.87,10,4.333333333333333,3.6666666666666665,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0,3.0
1167288,32.86,5,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.1666666666666665
116770,40.656410256410254,39,3.6296296296296298,4.296296296296297,0.4489795918367347,0.04081632653061224,0.10204081632653061,0.24489795918367346,0.10204081632653061,0.061224489795918366,2.3877551020408165
1167817,39.403703703703705,27,4.8,4.8,0.6060606060606061,0.06060606060606061,0.06060606060606061,0.12121212121212122,0.15151515151515152,0.0,3.1818181818181817
1167859,31.666666666666668,9,3.5,4.25,0.8333333333333334,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,2.75
116868,39.74166666666667,24,3.888888888888889,4.222222222222222,0.6428571428571429,0.03571428571428571,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.0,3.3214285714285716
116870,41.36842105263158,19,4.444444444444445,4.555555555555555,0.65,0.0,0.05,0.1,0.2,0.0,3.15
117022,40.705263157894734,19,4.75,4.25,0.7142857142857143,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,2.380952380952381
11730,38.30277777777778,36,3.7058823529411766,3.823529411764706,1.0,0.0,0.0,0.0,0.0,0.0,2.973684210526316
117532,42.705882352941174,17,4.0,4.5,0.9655172413793104,0.0,0.0,0.034482758620689655,0.0,0.0,2.3793103448275863
1178662,40.9,43,4.380952380952381,4.571428571428571,0.5909090909090909,0.022727272727272728,0.022727272727272728,0.22727272727272727,0.11363636363636363,0.022727272727272728,3.090909090909091
118002,42.4,25,4.0,4.363636363636363,0.4444444444444444,0.1111111111111111,0.037037037037037035,0.2222222222222222,0.14814814814814814,0.037037037037037035,2.5925925925925926
1181115,30.819565217391304,46,4.090909090909091,4.2727272727272725,0.6415094339622641,0.018867924528301886,0.09433962264150944,0.1509433962264151,0.05660377358490566,0.03773584905660377,2.830188679245283
1181327,42.150000000000006,18,4.166666666666667,4.333333333333333,0.7,0.05,0.05,0.1,0.05,0.05,3.2
118336,39.11153846153846,26,4.875,4.625,0.6333333333333333,0.1,0.03333333333333333,0.06666666666666667,0.16666666666666666,0.0,3.0
118420,45.91269841269841,63,4.481481481481482,4.555555555555555,0.6764705882352942,0.014705882352941176,0.0,0.10294117647058823,0.19117647058823528,0.014705882352941176,3.0
118468,44.695,20,3.9,4.5,0.45,0.05,0.1,0.2,0.15,0.05,3.15
1184949,42.425,4,5.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,3.5
1185556,34.39555555555555,45,4.2105263157894735,4.052631578947368,0.94,0.0,0.0,0.04,0.02,0.0,2.54
1186930,35.98571428571429,28,4.571428571428571,5.0,0.875,0.0,0.0,0.0625,0.03125,0.03125,2.40625
1187671,33.2,20,3.4615384615384617,4.230769230769231,0.5238095238095238,0.0,0.047619047619047616,0.23809523809523808,0.19047619047619047,0.0,2.619047619047619
1188468,33.775757575757574,33,3.8421052631578947,4.368421052631579,0.7714285714285715,0.0,0.08571428571428572,0.11428571428571428,0.02857142857142857,0.0,2.2285714285714286
118994,27.736363636363638,22,4.583333333333333,4.75,0.75,0.08333333333333333,0.125,0.041666666666666664,0.0,0.0,2.5416666666666665
1190071,34.21666666666667,66,3.8292682926829267,3.951219512195122,0.5882352941176471,0.058823529411764705,0.014705882352941176,0.3088235294117647,0.029411764705882353,0.0,2.838235294117647
1190145,27.7,6,5.0,5.0,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,0.0,3.1666666666666665
1190311,33.38125,16,4.666666666666667,4.0,0.9411764705882353,0.0,0.0,0.0,0.058823529411764705,0.0,2.5294117647058822
1190440,48.260000000000005,10,4.75,4.5,0.6666666666666666,0.0,0.0,0.25,0.08333333333333333,0.0,3.1666666666666665
1191018,43.959375,32,3.625,4.125,0.4,0.08571428571428572,0.02857142857142857,0.2,0.2571428571428571,0.02857142857142857,2.8285714285714287
1191217,46.37,10,4.166666666666667,4.333333333333333,0.6666666666666666,0.0,0.0,0.06666666666666667,0.2,0.06666666666666667,2.8
1191221,35.5,19,4.25,4.125,0.6,0.1,0.0,0.2,0.1,0.0,2.4
1191224,37.044444444444444,9,4.75,4.25,0.7,0.0,0.1,0.1,0.1,0.0,3.0
1191268,32.32222222222222,9,3.6666666666666665,3.3333333333333335,0.6363636363636364,0.0,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0,2.4545454545454546
